Title,Summary,Category
Aberforth Dumbledore,"The following is a list of characters from the Harry Potter series. Each character appears in at least one Harry Potter-related book or story by J. K. Rowling. These books and stories include the seven original Harry Potter novels (1997–2007), Fantastic Beasts and Where to Find Them (2001), Quidditch Through the Ages (2001), The Tales of Beedle the Bard (2008), Harry Potter and the Cursed Child (2016), Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (2016), Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (2016), Hogwarts: An Incomplete and Unreliable Guide (2016) and the Harry Potter prequel (2008).",Fiction
All About Sam,"All About Sam (1988) is a children's novel by Lois Lowry. It is the first in a series of four novels about the character Sam Krupnik; a character Lowry had developed earlier in her books on Sam's older sister, Anastasia Krupnik. The novel is known for its humor, and was included in the 2003 reference publication Something Funny Happened At the Library published by the American Library Association. A 1997 assessment of the novel by Joel Chaston stated that the work had wide appeal to young readers, and whereas the related Anastasia series books had appealed more to girls, the Sam Krupnik series expanded readership to audience of all genders.",Fiction
The Clue in the Old Album,The Clue in the Old Album is the twenty-fourth volume in the Nancy Drew Mystery Stories series. It was first published in 1947 under the pseudonym Carolyn Keene.,Fiction
Berelain sur Paendrag Paeron,"The Wheel of Time is a series of high fantasy novels by American author Robert Jordan, which began with The Eye of the World in 1990. Jordan wrote the first 11 novels of the series, and the prequel novel New Spring (2004), before his death in 2007. The final three novels—The Gathering Storm (2009), Towers of Midnight (2010), and A Memory of Light (2013)—were co-written by American author Brandon Sanderson. The series features 2787 distinct named characters.",Fiction
The Nancy Drew Files,"The Nancy Drew Files, or the Nancy Drew Case Files, is a detective fiction series started in 1986 and released by Simon & Schuster, New York. It is a spin-off of the original series of novels featuring Nancy Drew, with a greater emphasis on adventure, malice and romance. All the books have been written under the pseudonym Carolyn Keene. This series has been targeted at readers who are age eleven and up. With a new book released almost every month, 124 titles were released in 11 years. More than 17 million copies are in print and the books have appeared on the bestseller lists of Publishers Weekly, B. Dalton, and Waldenbooks. In 2014, Simon & Schuster started releasing this series in eBook format.",Fiction
Blue at the Mizzen,"Blue at the Mizzen is the twentieth and last completed historical novel in the Aubrey-Maturin series by Patrick O'Brian, first published in 1999. It is set after the Napoleonic wars, in the fight for Chilean independence from Spain.",Fiction
The Door in the Lake,"The Door in the Lake is a children's science fiction novel by Nancy Butts, first published in 1997. It is a story about loss of time and identity.",Fiction
Family Secrets (novel),Family Secrets (1985) is a young adult novel written by Norma Klein.,Fiction
Adelorna Bastine,"The Wheel of Time is a series of high fantasy novels by American author Robert Jordan, which began with The Eye of the World in 1990. Jordan wrote the first 11 novels of the series, and the prequel novel New Spring (2004), before his death in 2007. The final three novels—The Gathering Storm (2009), Towers of Midnight (2010), and A Memory of Light (2013)—were co-written by American author Brandon Sanderson. The series features 2787 distinct named characters.",Fiction
Galina Casban,"The Wheel of Time is a series of high fantasy novels by American author Robert Jordan, which began with The Eye of the World in 1990. Jordan wrote the first 11 novels of the series, and the prequel novel New Spring (2004), before his death in 2007. The final three novels—The Gathering Storm (2009), Towers of Midnight (2010), and A Memory of Light (2013)—were co-written by American author Brandon Sanderson. The series features 2787 distinct named characters.",Fiction
The Missing Chums,"The Missing Chums is volume 4 in the original The Hardy Boys Mystery Stories published by Grosset & Dunlap. The book ranks 108th on Publishers Weekly's All-Time Bestselling Children's Book List for the United States, with 1,189,973 copies sold as of 2001. This book is one of the ""Original 10"", generally considered to be the best examples of the Hardy Boys, and Stratemeyer Syndicate, writing.",Fiction
A Journey to the New World,"A Journey to the New World: The Diary of Remember Patience Whipple, Mayflower, 1620 is a historical novel for young readers. It is the first book in the series Dear America. Remember Patience Whipple is a girl who was on board the Mayflower and is sailing from England. She is headed toward the New World with her family of four. Mr. Whipple is Patience’s father and can fix things. Mam, Patience’s mother, and Blessing who is Patience’s little sister. Patience has a friend called Hummy and she too is sailing on the Mayflower to the New World. Hummy's father is who takes care of her, because Hummy's mother died, this makes Hummy's father very melancholic. This is the first novel in the Dear America series.",Fiction
Shinobu Nunotaba,"The following is a list of characters from A Certain Magical Index light novel, manga and anime series, and its side-story manga and anime series titled A Certain Scientific Railgun and A Certain Scientific Accelerator, as well as a number of spin-off media. The series primarily takes place in Academy City, a city filled with students who strove to become powerful espers and were brought into conflict by the appearance of sorcerers.",Fiction
List of His Dark Materials and The Book of Dust characters,This is a list of characters from the two Philip Pullman trilogies His Dark Materials and The Book of Dust.,Fiction
In the Best Families,"In the Best Families (British title Even in the Best Families) is a Nero Wolfe detective novel by Rex Stout, first published by the Viking Press in 1950. The story was collected in the omnibus volumes Five of a Kind (Viking 1961) and Triple Zeck (Viking 1974).",Fiction
Mark of the Lion,"The Mark of the Lion series is authored by Francine Rivers and consists of three novels: A Voice in the Wind (1993), An Echo in the Darkness (1994), and As Sure as the Dawn.",Fiction
Balrog,"Balrogs () are a species of powerful demonic monsters in J. R. R. Tolkien's Middle-earth. One first appeared in print in his high-fantasy novel The Lord of the Rings, where the Company of the Ring encounter a Balrog known as Durin's Bane in the Mines of Moria. Balrogs appear also in Tolkien's The Silmarillion and his legendarium. Balrogs are tall and menacing beings who can shroud themselves in fire, darkness, and shadow. They are armed with fiery whips ""of many thongs"", and occasionally use long swords.",Fiction
Fred Weasley,"Fred and George Weasley are fictional characters in the Harry Potter series of novels by J. K. Rowling. They are identical twin brothers of the Weasley family, which also includes Ron Weasley and Ginny Weasley. Fred and George are friends of Harry Potter, members of the Order of the Phoenix, and founders of the joke shop Weasleys' Wizard Wheezes. They are portrayed by the identical twins James and Oliver Phelps in the Harry Potter films.",Fiction
The Hollow Needle,"The Hollow Needle is a novel by Maurice Leblanc featuring the adventures of the gentleman thief, Arsène Lupin. As with the preceding two volumes of the Arsène Lupin stories, this was first serialized in the French magazine Je sais tout from November 1908 to May 1909. The novel was released, with a few modifications, in June 1909.",Fiction
The Demigod Files,"The Demigod Files is a collection of short stories by Rick Riordan published on February 10, 2009. It is a supplementary book to series Percy Jackson & the Olympians. It mainly contains three short stories, titled ""Percy Jackson and the Stolen Chariot"", ""Percy Jackson and the Bronze Dragon"", and ""Percy Jackson and the Sword of Hades"". It is set between the fourth and fifth novels, The Battle of the Labyrinth and The Last Olympian.",Fiction
Vidugavia,"Westron (called Adûni in Westron, or Sôval Phârë meaning ""Common Speech"" in Westron), is the constructed language that was supposedly the Common Speech used in J. R. R. Tolkien's world of Middle-earth in the Third Age, at the time of The Lord of the Rings. It ostensibly developed from Adûnaic, the ancient language of Númenor. In practice in the novel, Westron is nearly always represented by modern English, in a process of pseudo-translation which also sees Rohirric represented by Old English. That process allowed Tolkien not to develop Westron or Rohirric in any detail. In the Appendices of the novel, Tolkien gives some examples of Westron words.",Fiction
